"fitted_index","family","n_identity","coupling_key","status","phase_applied","reason"
907,"regional_recruitment_variation",1,"identity:907","resolved",1,NA
908,"regional_recruitment_variation",1,"identity:908","resolved",1,NA
909,"regional_recruitment_variation",1,"identity:909","resolved",1,NA
910,"regional_recruitment_variation",1,"identity:910","resolved",1,NA
911,"regional_recruitment_variation",1,"identity:911","resolved",1,NA
912,"regional_recruitment_variation",1,"identity:912","resolved",1,NA
913,"regional_recruitment_variation",1,"identity:913","resolved",1,NA
914,"regional_recruitment_variation",1,"identity:914","resolved",1,NA
915,"regional_recruitment_variation",1,"identity:915","resolved",1,NA
916,"regional_recruitment_variation",1,"identity:916","resolved",1,NA
917,"regional_recruitment_variation",1,"identity:917","resolved",1,NA
918,"regional_recruitment_variation",1,"identity:918","resolved",1,NA
919,"regional_recruitment_variation",1,"identity:919","resolved",1,NA
920,"regional_recruitment_variation",1,"identity:920","resolved",1,NA
921,"regional_recruitment_variation",1,"identity:921","resolved",1,NA
922,"regional_recruitment_variation",1,"identity:922","resolved",1,NA
923,"regional_recruitment_variation",1,"identity:923","resolved",1,NA
924,"regional_recruitment_variation",1,"identity:924","resolved",1,NA
925,"regional_recruitment_variation",1,"identity:925","resolved",1,NA
926,"regional_recruitment_variation",1,"identity:926","resolved",1,NA
927,"regional_recruitment_variation",1,"identity:927","resolved",1,NA
928,"regional_recruitment_variation",1,"identity:928","resolved",1,NA
929,"regional_recruitment_variation",1,"identity:929","resolved",1,NA
930,"regional_recruitment_variation",1,"identity:930","resolved",1,NA
931,"regional_recruitment_variation",1,"identity:931","resolved",1,NA
932,"regional_recruitment_variation",1,"identity:932","resolved",1,NA
933,"regional_recruitment_variation",1,"identity:933","resolved",1,NA
934,"regional_recruitment_variation",1,"identity:934","resolved",1,NA
935,"regional_recruitment_variation",1,"identity:935","resolved",1,NA
936,"regional_recruitment_variation",1,"identity:936","resolved",1,NA
937,"regional_recruitment_variation",1,"identity:937","resolved",1,NA
938,"regional_recruitment_variation",1,"identity:938","resolved",1,NA
939,"regional_recruitment_variation",1,"identity:939","resolved",1,NA
940,"regional_recruitment_variation",1,"identity:940","resolved",1,NA
941,"regional_recruitment_variation",1,"identity:941","resolved",1,NA
942,"regional_recruitment_variation",1,"identity:942","resolved",1,NA
943,"regional_recruitment_variation",1,"identity:943","resolved",1,NA
944,"regional_recruitment_variation",1,"identity:944","resolved",1,NA
945,"regional_recruitment_variation",1,"identity:945","resolved",1,NA
946,"regional_recruitment_variation",1,"identity:946","resolved",1,NA
947,"regional_recruitment_variation",1,"identity:947","resolved",1,NA
948,"regional_recruitment_variation",1,"identity:948","resolved",1,NA
949,"regional_recruitment_variation",1,"identity:949","resolved",1,NA
950,"regional_recruitment_variation",1,"identity:950","resolved",1,NA
951,"regional_recruitment_variation",1,"identity:951","resolved",1,NA
952,"regional_recruitment_variation",1,"identity:952","resolved",1,NA
953,"regional_recruitment_variation",1,"identity:953","resolved",1,NA
954,"regional_recruitment_variation",1,"identity:954","resolved",1,NA
955,"regional_recruitment_variation",1,"identity:955","resolved",1,NA
956,"regional_recruitment_variation",1,"identity:956","resolved",1,NA
957,"regional_recruitment_variation",1,"identity:957","resolved",1,NA
958,"regional_recruitment_variation",1,"identity:958","resolved",1,NA
959,"regional_recruitment_variation",1,"identity:959","resolved",1,NA
960,"regional_recruitment_variation",1,"identity:960","resolved",1,NA
961,"regional_recruitment_variation",1,"identity:961","resolved",1,NA
962,"regional_recruitment_variation",1,"identity:962","resolved",1,NA
963,"regional_recruitment_variation",1,"identity:963","resolved",1,NA
964,"regional_recruitment_variation",1,"identity:964","resolved",1,NA
965,"regional_recruitment_variation",1,"identity:965","resolved",1,NA
966,"regional_recruitment_variation",1,"identity:966","resolved",1,NA
967,"regional_recruitment_variation",1,"identity:967","resolved",1,NA
968,"regional_recruitment_variation",1,"identity:968","resolved",1,NA
969,"regional_recruitment_variation",1,"identity:969","resolved",1,NA
970,"regional_recruitment_variation",1,"identity:970","resolved",1,NA
971,"regional_recruitment_variation",1,"identity:971","resolved",1,NA
972,"regional_recruitment_variation",1,"identity:972","resolved",1,NA
973,"regional_recruitment_variation",1,"identity:973","resolved",1,NA
974,"regional_recruitment_variation",1,"identity:974","resolved",1,NA
975,"regional_recruitment_variation",1,"identity:975","resolved",1,NA
976,"regional_recruitment_variation",1,"identity:976","resolved",1,NA
977,"regional_recruitment_variation",1,"identity:977","resolved",1,NA
978,"regional_recruitment_variation",1,"identity:978","resolved",1,NA
979,"regional_recruitment_variation",1,"identity:979","resolved",1,NA
980,"regional_recruitment_variation",1,"identity:980","resolved",1,NA
981,"regional_recruitment_variation",1,"identity:981","resolved",1,NA
982,"regional_recruitment_variation",1,"identity:982","resolved",1,NA
983,"regional_recruitment_variation",1,"identity:983","resolved",1,NA
984,"regional_recruitment_variation",1,"identity:984","resolved",1,NA
985,"regional_recruitment_variation",1,"identity:985","resolved",1,NA
986,"regional_recruitment_variation",1,"identity:986","resolved",1,NA
987,"regional_recruitment_variation",1,"identity:987","resolved",1,NA
988,"regional_recruitment_variation",1,"identity:988","resolved",1,NA
989,"regional_recruitment_variation",1,"identity:989","resolved",1,NA
990,"regional_recruitment_variation",1,"identity:990","resolved",1,NA
991,"regional_recruitment_variation",1,"identity:991","resolved",1,NA
992,"regional_recruitment_variation",1,"identity:992","resolved",1,NA
993,"regional_recruitment_variation",1,"identity:993","resolved",1,NA
994,"regional_recruitment_variation",1,"identity:994","resolved",1,NA
995,"regional_recruitment_variation",1,"identity:995","resolved",1,NA
996,"regional_recruitment_variation",1,"identity:996","resolved",1,NA
997,"regional_recruitment_variation",1,"identity:997","resolved",1,NA
998,"regional_recruitment_variation",1,"identity:998","resolved",1,NA
999,"regional_recruitment_variation",1,"identity:999","resolved",1,NA
1000,"regional_recruitment_variation",1,"identity:1000","resolved",1,NA
1001,"regional_recruitment_variation",1,"identity:1001","resolved",1,NA
1002,"regional_recruitment_variation",1,"identity:1002","resolved",1,NA
1003,"regional_recruitment_variation",1,"identity:1003","resolved",1,NA
1004,"regional_recruitment_variation",1,"identity:1004","resolved",1,NA
1005,"regional_recruitment_variation",1,"identity:1005","resolved",1,NA
1006,"regional_recruitment_variation",1,"identity:1006","resolved",1,NA
1007,"regional_recruitment_variation",1,"identity:1007","resolved",1,NA
1008,"regional_recruitment_variation",1,"identity:1008","resolved",1,NA
1009,"regional_recruitment_variation",1,"identity:1009","resolved",1,NA
1010,"regional_recruitment_variation",1,"identity:1010","resolved",1,NA
1011,"regional_recruitment_variation",1,"identity:1011","resolved",1,NA
1012,"regional_recruitment_variation",1,"identity:1012","resolved",1,NA
1013,"regional_recruitment_variation",1,"identity:1013","resolved",1,NA
1014,"regional_recruitment_variation",1,"identity:1014","resolved",1,NA
1015,"regional_recruitment_variation",1,"identity:1015","resolved",1,NA
1016,"regional_recruitment_variation",1,"identity:1016","resolved",1,NA
1017,"regional_recruitment_variation",1,"identity:1017","resolved",1,NA
1018,"regional_recruitment_variation",1,"identity:1018","resolved",1,NA
1019,"regional_recruitment_variation",1,"identity:1019","resolved",1,NA
1020,"regional_recruitment_variation",1,"identity:1020","resolved",1,NA
1021,"regional_recruitment_variation",1,"identity:1021","resolved",1,NA
1022,"regional_recruitment_variation",1,"identity:1022","resolved",1,NA
1023,"regional_recruitment_variation",1,"identity:1023","resolved",1,NA
1024,"regional_recruitment_variation",1,"identity:1024","resolved",1,NA
1025,"regional_recruitment_variation",1,"identity:1025","resolved",1,NA
1026,"regional_recruitment_variation",1,"identity:1026","resolved",1,NA
1027,"regional_recruitment_variation",1,"identity:1027","resolved",1,NA
1028,"regional_recruitment_variation",1,"identity:1028","resolved",1,NA
1029,"regional_recruitment_variation",1,"identity:1029","resolved",1,NA
1030,"regional_recruitment_variation",1,"identity:1030","resolved",1,NA
1031,"regional_recruitment_variation",1,"identity:1031","resolved",1,NA
1032,"regional_recruitment_variation",1,"identity:1032","resolved",1,NA
1033,"regional_recruitment_variation",1,"identity:1033","resolved",1,NA
1034,"regional_recruitment_variation",1,"identity:1034","resolved",1,NA
1035,"regional_recruitment_variation",1,"identity:1035","resolved",1,NA
1036,"regional_recruitment_variation",1,"identity:1036","resolved",1,NA
1037,"regional_recruitment_variation",1,"identity:1037","resolved",1,NA
1038,"regional_recruitment_variation",1,"identity:1038","resolved",1,NA
1039,"regional_recruitment_variation",1,"identity:1039","resolved",1,NA
1040,"regional_recruitment_variation",1,"identity:1040","resolved",1,NA
1041,"regional_recruitment_variation",1,"identity:1041","resolved",1,NA
1042,"regional_recruitment_variation",1,"identity:1042","resolved",1,NA
1043,"regional_recruitment_variation",1,"identity:1043","resolved",1,NA
1044,"regional_recruitment_variation",1,"identity:1044","resolved",1,NA
1045,"regional_recruitment_variation",1,"identity:1045","resolved",1,NA
1046,"regional_recruitment_variation",1,"identity:1046","resolved",1,NA
1047,"regional_recruitment_variation",1,"identity:1047","resolved",1,NA
1048,"regional_recruitment_variation",1,"identity:1048","resolved",1,NA
1049,"regional_recruitment_variation",1,"identity:1049","resolved",1,NA
1050,"regional_recruitment_variation",1,"identity:1050","resolved",1,NA
1051,"regional_recruitment_variation",1,"identity:1051","resolved",1,NA
1052,"regional_recruitment_variation",1,"identity:1052","resolved",1,NA
1053,"regional_recruitment_variation",1,"identity:1053","resolved",1,NA
1054,"regional_recruitment_variation",1,"identity:1054","resolved",1,NA
1055,"regional_recruitment_variation",1,"identity:1055","resolved",1,NA
1056,"regional_recruitment_variation",1,"identity:1056","resolved",1,NA
1057,"regional_recruitment_variation",1,"identity:1057","resolved",1,NA
1058,"regional_recruitment_variation",1,"identity:1058","resolved",1,NA
1059,"regional_recruitment_variation",1,"identity:1059","resolved",1,NA
1060,"regional_recruitment_variation",1,"identity:1060","resolved",1,NA
1061,"regional_recruitment_variation",1,"identity:1061","resolved",1,NA
1062,"regional_recruitment_variation",1,"identity:1062","resolved",1,NA
1063,"regional_recruitment_variation",1,"identity:1063","resolved",1,NA
1064,"regional_recruitment_variation",1,"identity:1064","resolved",1,NA
1065,"regional_recruitment_variation",1,"identity:1065","resolved",1,NA
1066,"regional_recruitment_variation",1,"identity:1066","resolved",1,NA
1067,"regional_recruitment_variation",1,"identity:1067","resolved",1,NA
1068,"regional_recruitment_variation",1,"identity:1068","resolved",1,NA
1069,"regional_recruitment_variation",1,"identity:1069","resolved",1,NA
1070,"regional_recruitment_variation",1,"identity:1070","resolved",1,NA
1071,"regional_recruitment_variation",1,"identity:1071","resolved",1,NA
1072,"regional_recruitment_variation",1,"identity:1072","resolved",1,NA
1073,"regional_recruitment_variation",1,"identity:1073","resolved",1,NA
1074,"regional_recruitment_variation",1,"identity:1074","resolved",1,NA
1075,"regional_recruitment_variation",1,"identity:1075","resolved",1,NA
1076,"regional_recruitment_variation",1,"identity:1076","resolved",1,NA
1077,"regional_recruitment_variation",1,"identity:1077","resolved",1,NA
1078,"regional_recruitment_variation",1,"identity:1078","resolved",1,NA
1079,"regional_recruitment_variation",1,"identity:1079","resolved",1,NA
1080,"regional_recruitment_variation",1,"identity:1080","resolved",1,NA
1081,"regional_recruitment_variation",1,"identity:1081","resolved",1,NA
1082,"regional_recruitment_variation",1,"identity:1082","resolved",1,NA
1083,"regional_recruitment_variation",1,"identity:1083","resolved",1,NA
1084,"regional_recruitment_variation",1,"identity:1084","resolved",1,NA
1085,"regional_recruitment_variation",1,"identity:1085","resolved",1,NA
1086,"regional_recruitment_variation",1,"identity:1086","resolved",1,NA
1087,"regional_recruitment_variation",1,"identity:1087","resolved",1,NA
1088,"regional_recruitment_variation",1,"identity:1088","resolved",1,NA
1089,"regional_recruitment_variation",1,"identity:1089","resolved",1,NA
1090,"regional_recruitment_variation",1,"identity:1090","resolved",1,NA
1091,"regional_recruitment_variation",1,"identity:1091","resolved",1,NA
1092,"regional_recruitment_variation",1,"identity:1092","resolved",1,NA
1093,"regional_recruitment_variation",1,"identity:1093","resolved",1,NA
1094,"regional_recruitment_variation",1,"identity:1094","resolved",1,NA
1095,"regional_recruitment_variation",1,"identity:1095","resolved",1,NA
1096,"regional_recruitment_variation",1,"identity:1096","resolved",1,NA
1097,"regional_recruitment_variation",1,"identity:1097","resolved",1,NA
1098,"regional_recruitment_variation",1,"identity:1098","resolved",1,NA
1099,"regional_recruitment_variation",1,"identity:1099","resolved",1,NA
1100,"regional_recruitment_variation",1,"identity:1100","resolved",1,NA
1101,"regional_recruitment_variation",1,"identity:1101","resolved",1,NA
1102,"regional_recruitment_variation",1,"identity:1102","resolved",1,NA
1103,"regional_recruitment_variation",1,"identity:1103","resolved",1,NA
1104,"regional_recruitment_variation",1,"identity:1104","resolved",1,NA
1105,"regional_recruitment_variation",1,"identity:1105","resolved",1,NA
1106,"regional_recruitment_variation",1,"identity:1106","resolved",1,NA
1107,"regional_recruitment_variation",1,"identity:1107","resolved",1,NA
1108,"regional_recruitment_variation",1,"identity:1108","resolved",1,NA
1109,"regional_recruitment_variation",1,"identity:1109","resolved",1,NA
1110,"regional_recruitment_variation",1,"identity:1110","resolved",1,NA
1111,"regional_recruitment_variation",1,"identity:1111","resolved",1,NA
1112,"regional_recruitment_variation",1,"identity:1112","resolved",1,NA
1113,"regional_recruitment_variation",1,"identity:1113","resolved",1,NA
1114,"regional_recruitment_variation",1,"identity:1114","resolved",1,NA
1115,"regional_recruitment_variation",1,"identity:1115","resolved",1,NA
1116,"regional_recruitment_variation",1,"identity:1116","resolved",1,NA
1117,"regional_recruitment_variation",1,"identity:1117","resolved",1,NA
1118,"regional_recruitment_variation",1,"identity:1118","resolved",1,NA
1119,"regional_recruitment_variation",1,"identity:1119","resolved",1,NA
1120,"regional_recruitment_variation",1,"identity:1120","resolved",1,NA
1121,"regional_recruitment_variation",1,"identity:1121","resolved",1,NA
1122,"regional_recruitment_variation",1,"identity:1122","resolved",1,NA
1123,"regional_recruitment_variation",1,"identity:1123","resolved",1,NA
1124,"regional_recruitment_variation",1,"identity:1124","resolved",1,NA
1125,"regional_recruitment_variation",1,"identity:1125","resolved",1,NA
1126,"regional_recruitment_variation",1,"identity:1126","resolved",1,NA
1127,"regional_recruitment_variation",1,"identity:1127","resolved",1,NA
1128,"regional_recruitment_variation",1,"identity:1128","resolved",1,NA
1129,"regional_recruitment_variation",1,"identity:1129","resolved",1,NA
1130,"regional_recruitment_variation",1,"identity:1130","resolved",1,NA
1131,"regional_recruitment_variation",1,"identity:1131","resolved",1,NA
1132,"regional_recruitment_variation",1,"identity:1132","resolved",1,NA
1133,"regional_recruitment_variation",1,"identity:1133","resolved",1,NA
1134,"regional_recruitment_variation",1,"identity:1134","resolved",1,NA
1135,"regional_recruitment_variation",1,"identity:1135","resolved",1,NA
1136,"regional_recruitment_variation",1,"identity:1136","resolved",1,NA
1137,"regional_recruitment_variation",1,"identity:1137","resolved",1,NA
1138,"regional_recruitment_variation",1,"identity:1138","resolved",1,NA
1139,"regional_recruitment_variation",1,"identity:1139","resolved",1,NA
1140,"regional_recruitment_variation",1,"identity:1140","resolved",1,NA
1141,"regional_recruitment_variation",1,"identity:1141","resolved",1,NA
1142,"regional_recruitment_variation",1,"identity:1142","resolved",1,NA
1143,"regional_recruitment_variation",1,"identity:1143","resolved",1,NA
1144,"regional_recruitment_variation",1,"identity:1144","resolved",1,NA
1145,"regional_recruitment_variation",1,"identity:1145","resolved",1,NA
1146,"regional_recruitment_variation",1,"identity:1146","resolved",1,NA
1147,"regional_recruitment_variation",1,"identity:1147","resolved",1,NA
1148,"regional_recruitment_variation",1,"identity:1148","resolved",1,NA
1149,"regional_recruitment_variation",1,"identity:1149","resolved",1,NA
1150,"regional_recruitment_variation",1,"identity:1150","resolved",1,NA
1151,"regional_recruitment_variation",1,"identity:1151","resolved",1,NA
1152,"regional_recruitment_variation",1,"identity:1152","resolved",1,NA
1153,"regional_recruitment_variation",1,"identity:1153","resolved",1,NA
1154,"regional_recruitment_variation",1,"identity:1154","resolved",1,NA
1155,"regional_recruitment_variation",1,"identity:1155","resolved",1,NA
1156,"regional_recruitment_variation",1,"identity:1156","resolved",1,NA
1157,"regional_recruitment_variation",1,"identity:1157","resolved",1,NA
1158,"regional_recruitment_variation",1,"identity:1158","resolved",1,NA
1159,"regional_recruitment_variation",1,"identity:1159","resolved",1,NA
1160,"regional_recruitment_variation",1,"identity:1160","resolved",1,NA
1161,"regional_recruitment_variation",1,"identity:1161","resolved",1,NA
1162,"regional_recruitment_variation",1,"identity:1162","resolved",1,NA
1163,"regional_recruitment_variation",1,"identity:1163","resolved",1,NA
1164,"regional_recruitment_variation",1,"identity:1164","resolved",1,NA
1165,"regional_recruitment_variation",1,"identity:1165","resolved",1,NA
1166,"regional_recruitment_variation",1,"identity:1166","resolved",1,NA
1167,"regional_recruitment_variation",1,"identity:1167","resolved",1,NA
1168,"regional_recruitment_variation",1,"identity:1168","resolved",1,NA
1169,"regional_recruitment_variation",1,"identity:1169","resolved",1,NA
1170,"regional_recruitment_variation",1,"identity:1170","resolved",1,NA
1171,"regional_recruitment_variation",1,"identity:1171","resolved",1,NA
1172,"regional_recruitment_variation",1,"identity:1172","resolved",1,NA
1173,"regional_recruitment_variation",1,"identity:1173","resolved",1,NA
1174,"regional_recruitment_variation",1,"identity:1174","resolved",1,NA
1175,"regional_recruitment_variation",1,"identity:1175","resolved",1,NA
1176,"regional_recruitment_variation",1,"identity:1176","resolved",1,NA
1177,"regional_recruitment_variation",1,"identity:1177","resolved",1,NA
1178,"regional_recruitment_variation",1,"identity:1178","resolved",1,NA
1179,"regional_recruitment_variation",1,"identity:1179","resolved",1,NA
1180,"regional_recruitment_variation",1,"identity:1180","resolved",1,NA
1181,"regional_recruitment_variation",1,"identity:1181","resolved",1,NA
1182,"regional_recruitment_variation",1,"identity:1182","resolved",1,NA
1183,"regional_recruitment_variation",1,"identity:1183","resolved",1,NA
1184,"regional_recruitment_variation",1,"identity:1184","resolved",1,NA
1185,"regional_recruitment_variation",1,"identity:1185","resolved",1,NA
1186,"regional_recruitment_variation",1,"identity:1186","resolved",1,NA
1187,"regional_recruitment_variation",1,"identity:1187","resolved",1,NA
1188,"regional_recruitment_variation",1,"identity:1188","resolved",1,NA
1189,"regional_recruitment_variation",1,"identity:1189","resolved",1,NA
1190,"regional_recruitment_variation",1,"identity:1190","resolved",1,NA
1191,"regional_recruitment_variation",1,"identity:1191","resolved",1,NA
1192,"regional_recruitment_variation",1,"identity:1192","resolved",1,NA
1193,"regional_recruitment_variation",1,"identity:1193","resolved",1,NA
1194,"regional_recruitment_variation",1,"identity:1194","resolved",1,NA
1195,"regional_recruitment_variation",1,"identity:1195","resolved",1,NA
1196,"regional_recruitment_variation",1,"identity:1196","resolved",1,NA
1197,"regional_recruitment_variation",1,"identity:1197","resolved",1,NA
1198,"regional_recruitment_variation",1,"identity:1198","resolved",1,NA
1199,"regional_recruitment_variation",1,"identity:1199","resolved",1,NA
1200,"regional_recruitment_variation",1,"identity:1200","resolved",1,NA
1201,"regional_recruitment_variation",1,"identity:1201","resolved",1,NA
1202,"regional_recruitment_variation",1,"identity:1202","resolved",1,NA
1203,"regional_recruitment_variation",1,"identity:1203","resolved",1,NA
1204,"regional_recruitment_variation",1,"identity:1204","resolved",1,NA
1205,"regional_recruitment_variation",1,"identity:1205","resolved",1,NA
1206,"regional_recruitment_variation",1,"identity:1206","resolved",1,NA
1207,"regional_recruitment_variation",1,"identity:1207","resolved",1,NA
1208,"regional_recruitment_variation",1,"identity:1208","resolved",1,NA
1209,"regional_recruitment_variation",1,"identity:1209","resolved",1,NA
1210,"regional_recruitment_variation",1,"identity:1210","resolved",1,NA
1211,"regional_recruitment_variation",1,"identity:1211","resolved",1,NA
1212,"regional_recruitment_variation",1,"identity:1212","resolved",1,NA
1213,"regional_recruitment_variation",1,"identity:1213","resolved",1,NA
1214,"regional_recruitment_variation",1,"identity:1214","resolved",1,NA
1215,"regional_recruitment_variation",1,"identity:1215","resolved",1,NA
1216,"regional_recruitment_variation",1,"identity:1216","resolved",1,NA
1217,"regional_recruitment_variation",1,"identity:1217","resolved",1,NA
1218,"regional_recruitment_variation",1,"identity:1218","resolved",1,NA
1219,"regional_recruitment_variation",1,"identity:1219","resolved",1,NA
1220,"regional_recruitment_variation",1,"identity:1220","resolved",1,NA
1221,"regional_recruitment_variation",1,"identity:1221","resolved",1,NA
1222,"regional_recruitment_variation",1,"identity:1222","resolved",1,NA
1223,"regional_recruitment_variation",1,"identity:1223","resolved",1,NA
1224,"regional_recruitment_variation",1,"identity:1224","resolved",1,NA
1225,"regional_recruitment_variation",1,"identity:1225","resolved",1,NA
1226,"regional_recruitment_variation",1,"identity:1226","resolved",1,NA
1227,"regional_recruitment_variation",1,"identity:1227","resolved",1,NA
1228,"regional_recruitment_variation",1,"identity:1228","resolved",1,NA
1229,"regional_recruitment_variation",1,"identity:1229","resolved",1,NA
1230,"regional_recruitment_variation",1,"identity:1230","resolved",1,NA
1231,"regional_recruitment_variation",1,"identity:1231","resolved",1,NA
1232,"regional_recruitment_variation",1,"identity:1232","resolved",1,NA
1233,"regional_recruitment_variation",1,"identity:1233","resolved",1,NA
1234,"regional_recruitment_variation",1,"identity:1234","resolved",1,NA
1235,"regional_recruitment_variation",1,"identity:1235","resolved",1,NA
1236,"regional_recruitment_variation",1,"identity:1236","resolved",1,NA
1237,"regional_recruitment_variation",1,"identity:1237","resolved",1,NA
1238,"regional_recruitment_variation",1,"identity:1238","resolved",1,NA
1239,"regional_recruitment_variation",1,"identity:1239","resolved",1,NA
1240,"regional_recruitment_variation",1,"identity:1240","resolved",1,NA
1241,"regional_recruitment_variation",1,"identity:1241","resolved",1,NA
1242,"regional_recruitment_variation",1,"identity:1242","resolved",1,NA
1243,"regional_recruitment_variation",1,"identity:1243","resolved",1,NA
1244,"regional_recruitment_variation",1,"identity:1244","resolved",1,NA
1245,"regional_recruitment_variation",1,"identity:1245","resolved",1,NA
1246,"regional_recruitment_variation",1,"identity:1246","resolved",1,NA
1247,"regional_recruitment_variation",1,"identity:1247","resolved",1,NA
1248,"regional_recruitment_variation",1,"identity:1248","resolved",1,NA
1249,"regional_recruitment_variation",1,"identity:1249","resolved",1,NA
1250,"regional_recruitment_variation",1,"identity:1250","resolved",1,NA
1251,"regional_recruitment_variation",1,"identity:1251","resolved",1,NA
1252,"regional_recruitment_variation",1,"identity:1252","resolved",1,NA
1253,"regional_recruitment_variation",1,"identity:1253","resolved",1,NA
1254,"regional_recruitment_variation",1,"identity:1254","resolved",1,NA
1255,"regional_recruitment_variation",1,"identity:1255","resolved",1,NA
1256,"regional_recruitment_variation",1,"identity:1256","resolved",1,NA
1257,"regional_recruitment_variation",1,"identity:1257","resolved",1,NA
1258,"regional_recruitment_variation",1,"identity:1258","resolved",1,NA
1259,"regional_recruitment_variation",1,"identity:1259","resolved",1,NA
1260,"regional_recruitment_variation",1,"identity:1260","resolved",1,NA
1261,"regional_recruitment_variation",1,"identity:1261","resolved",1,NA
1262,"regional_recruitment_variation",1,"identity:1262","resolved",1,NA
1263,"regional_recruitment_variation",1,"identity:1263","resolved",1,NA
1264,"regional_recruitment_variation",1,"identity:1264","resolved",1,NA
1265,"regional_recruitment_variation",1,"identity:1265","resolved",1,NA
1266,"regional_recruitment_variation",1,"identity:1266","resolved",1,NA
1267,"regional_recruitment_variation",1,"identity:1267","resolved",1,NA
1268,"regional_recruitment_variation",1,"identity:1268","resolved",1,NA
1269,"regional_recruitment_variation",1,"identity:1269","resolved",1,NA
1270,"regional_recruitment_variation",1,"identity:1270","resolved",1,NA
1271,"regional_recruitment_variation",1,"identity:1271","resolved",1,NA
1272,"regional_recruitment_variation",1,"identity:1272","resolved",1,NA
1273,"regional_recruitment_variation",1,"identity:1273","resolved",1,NA
1274,"regional_recruitment_variation",1,"identity:1274","resolved",1,NA
1275,"regional_recruitment_variation",1,"identity:1275","resolved",1,NA
1276,"regional_recruitment_variation",1,"identity:1276","resolved",1,NA
1277,"regional_recruitment_variation",1,"identity:1277","resolved",1,NA
1278,"regional_recruitment_variation",1,"identity:1278","resolved",1,NA
1279,"regional_recruitment_variation",1,"identity:1279","resolved",1,NA
1280,"regional_recruitment_variation",1,"identity:1280","resolved",1,NA
1281,"regional_recruitment_variation",1,"identity:1281","resolved",1,NA
1282,"regional_recruitment_variation",1,"identity:1282","resolved",1,NA
1283,"regional_recruitment_variation",1,"identity:1283","resolved",1,NA
1284,"regional_recruitment_variation",1,"identity:1284","resolved",1,NA
1285,"regional_recruitment_variation",1,"identity:1285","resolved",1,NA
1286,"regional_recruitment_variation",1,"identity:1286","resolved",1,NA
1287,"regional_recruitment_variation",1,"identity:1287","resolved",1,NA
1288,"regional_recruitment_variation",1,"identity:1288","resolved",1,NA
1289,"regional_recruitment_variation",1,"identity:1289","resolved",1,NA
1290,"regional_recruitment_variation",1,"identity:1290","resolved",1,NA
1291,"regional_recruitment_variation",1,"identity:1291","resolved",1,NA
1292,"regional_recruitment_variation",1,"identity:1292","resolved",1,NA
1293,"regional_recruitment_variation",1,"identity:1293","resolved",1,NA
1294,"regional_recruitment_variation",1,"identity:1294","resolved",1,NA
1295,"regional_recruitment_variation",1,"identity:1295","resolved",1,NA
1296,"regional_recruitment_variation",1,"identity:1296","resolved",1,NA
1297,"regional_recruitment_variation",1,"identity:1297","resolved",1,NA
1298,"regional_recruitment_variation",1,"identity:1298","resolved",1,NA
1299,"regional_recruitment_variation",1,"identity:1299","resolved",1,NA
1300,"regional_recruitment_variation",1,"identity:1300","resolved",1,NA
1301,"regional_recruitment_variation",1,"identity:1301","resolved",1,NA
1302,"regional_recruitment_variation",1,"identity:1302","resolved",1,NA
1303,"regional_recruitment_variation",1,"identity:1303","resolved",1,NA
1304,"regional_recruitment_variation",1,"identity:1304","resolved",1,NA
1305,"regional_recruitment_variation",1,"identity:1305","resolved",1,NA
1306,"regional_recruitment_variation",1,"identity:1306","resolved",1,NA
1307,"regional_recruitment_variation",1,"identity:1307","resolved",1,NA
1308,"regional_recruitment_variation",1,"identity:1308","resolved",1,NA
1309,"regional_recruitment_variation",1,"identity:1309","resolved",1,NA
1310,"regional_recruitment_variation",1,"identity:1310","resolved",1,NA
1311,"regional_recruitment_variation",1,"identity:1311","resolved",1,NA
1312,"regional_recruitment_variation",1,"identity:1312","resolved",1,NA
1313,"regional_recruitment_variation",1,"identity:1313","resolved",1,NA
1314,"regional_recruitment_variation",1,"identity:1314","resolved",1,NA
1315,"regional_recruitment_variation",1,"identity:1315","resolved",1,NA
1316,"regional_recruitment_variation",1,"identity:1316","resolved",1,NA
1317,"regional_recruitment_variation",1,"identity:1317","resolved",1,NA
1318,"regional_recruitment_variation",1,"identity:1318","resolved",1,NA
1319,"regional_recruitment_variation",1,"identity:1319","resolved",1,NA
1320,"regional_recruitment_variation",1,"identity:1320","resolved",1,NA
1321,"regional_recruitment_variation",1,"identity:1321","resolved",1,NA
1322,"regional_recruitment_variation",1,"identity:1322","resolved",1,NA
1323,"regional_recruitment_variation",1,"identity:1323","resolved",1,NA
1324,"regional_recruitment_variation",1,"identity:1324","resolved",1,NA
1325,"regional_recruitment_variation",1,"identity:1325","resolved",1,NA
1326,"regional_recruitment_variation",1,"identity:1326","resolved",1,NA
1327,"regional_recruitment_variation",1,"identity:1327","resolved",1,NA
1328,"regional_recruitment_variation",1,"identity:1328","resolved",1,NA
1329,"regional_recruitment_variation",1,"identity:1329","resolved",1,NA
1330,"regional_recruitment_variation",1,"identity:1330","resolved",1,NA
1331,"regional_recruitment_variation",1,"identity:1331","resolved",1,NA
1332,"regional_recruitment_variation",1,"identity:1332","resolved",1,NA
1333,"regional_recruitment_variation",1,"identity:1333","resolved",1,NA
1334,"regional_recruitment_variation",1,"identity:1334","resolved",1,NA
